data,index,Open,High,Low,Close,Volume,*Close
2021-09-13,188.00 ,150.63 ,151.42 ,148.75 ,149.55 ,102404329.00 ,149.55 
2021-09-10,189.00 ,155.00 ,155.48 ,148.70 ,148.97 ,140893235.00 ,148.97 
2021-09-09,190.00 ,155.49 ,156.11 ,153.95 ,154.07 ,57305730.00 ,154.07 
2021-09-08,191.00 ,156.98 ,157.04 ,153.98 ,155.11 ,74420207.00 ,155.11 
2021-09-07,192.00 ,154.97 ,157.26 ,154.39 ,156.69 ,82278261.00 ,156.69 
2021-09-03,193.00 ,153.76 ,154.63 ,153.09 ,154.30 ,57866066.00 ,154.30 
2021-09-02,194.00 ,153.87 ,154.72 ,152.40 ,153.65 ,71171317.00 ,153.65 
2021-09-01,195.00 ,152.83 ,154.98 ,152.34 ,152.51 ,80313711.00 ,152.51 
2021-08-31,196.00 ,152.66 ,152.80 ,151.29 ,151.83 ,86453117.00 ,151.83 
2021-08-30,197.00 ,149.00 ,153.49 ,148.61 ,153.12 ,90956723.00 ,153.12 
2021-08-27,198.00 ,147.48 ,148.75 ,146.83 ,148.60 ,55802388.00 ,148.60 
2021-08-26,199.00 ,148.35 ,149.12 ,147.51 ,147.54 ,48597195.00 ,147.54 
2021-08-25,200.00 ,149.81 ,150.32 ,147.80 ,148.36 ,58991297.00 ,148.36 
2021-08-24,201.00 ,149.45 ,150.86 ,149.15 ,149.62 ,48606428.00 ,149.62 
2021-08-23,202.00 ,148.31 ,150.19 ,147.89 ,149.71 ,60131810.00 ,149.71 
2021-08-20,203.00 ,147.44 ,148.50 ,146.78 ,148.19 ,60549630.00 ,148.19 
2021-08-19,204.00 ,145.03 ,148.00 ,144.50 ,146.70 ,86960310.00 ,146.70 
2021-08-18,205.00 ,149.80 ,150.72 ,146.15 ,146.36 ,86325990.00 ,146.36 
2021-08-17,206.00 ,150.23 ,151.68 ,149.09 ,150.19 ,92229735.00 ,150.19 
2021-08-16,207.00 ,148.54 ,151.19 ,146.47 ,151.12 ,103558782.00 ,151.12 
2021-08-13,208.00 ,148.97 ,149.44 ,148.27 ,149.10 ,59375009.00 ,149.10 
2021-08-12,209.00 ,146.19 ,149.05 ,145.84 ,148.89 ,73779113.00 ,148.89 
2021-08-11,210.00 ,146.05 ,146.72 ,145.53 ,145.86 ,48493463.00 ,145.86 
2021-08-10,211.00 ,146.44 ,147.71 ,145.30 ,145.60 ,69023081.00 ,145.60 
2021-08-09,212.00 ,146.20 ,146.70 ,145.52 ,146.09 ,48908689.00 ,146.09 
2021-08-06,213.00 ,146.35 ,147.11 ,145.63 ,146.14 ,54126813.00 ,146.14 
2021-08-05,214.00 ,146.98 ,147.84 ,146.17 ,147.06 ,46397674.00 ,147.06 
